Total HMRC receipts,Total Income Tax,NICs,VAT,Customs Duties,Tobacco duties,Spirits Duties,Beer Duties,Wines Duties,Cider duties,Betting and Gambling,Air Passenger Duty,Insurance Premium Tax,Landfill Tax,Climate Change Levy,Petroleum Revenue Tax,Fuel Duties,Stamp Duty Land Tax,Annual Tax on Enveloped Dwellings,Inheritance Tax,Shares,Capital Gains Tax,Total Corporation Tax,Bank Levy,aggregates Levy,Swiss Capital Tax,Misc
515349,163109,110406,111363,3007,9548,3023,3310,3837,320,2116,3175,29965,1144,1491,77,27156,10738,116,3804,2926,5559,43005,2748,342,66,0
